,DATE,PROVINCE,REGION,NR_REPORTING,TOTAL_IN,TOTAL_IN_ICU,TOTAL_IN_RESP,TOTAL_IN_ECMO,NEW_IN,NEW_OUT,PROVINCE_NAME
1259,2020-07-07,WLX,Wallonia,3,7,0,0,0,0,1,Luxembourg
1260,2020-07-07,WNA,Wallonia,6,5,0,0,0,0,0,Namur
1261,2020-07-07,VOV,Flanders,14,25,2,2,0,2,1,OostVlaanderen
1262,2020-07-07,VBR,Flanders,6,11,4,1,0,2,1,VlaamsBrabant
1263,2020-07-07,WBR,Wallonia,2,1,0,0,0,0,0,BrabantWallon
1264,2020-07-07,VWV,Flanders,11,31,4,2,0,7,2,WestVlaanderen
1265,2020-07-08,VAN,Flanders,14,32,8,3,1,1,0,Antwerpen
1266,2020-07-08,BRU,Brussels,15,33,11,5,1,4,1,Brussels
1267,2020-07-08,WHT,Wallonia,14,12,1,1,0,1,3,Hainaut
1268,2020-07-08,VLI,Flanders,7,13,2,0,0,2,2,Limburg
1269,2020-07-08,WLG,Wallonia,12,10,2,1,0,0,3,Liège
1270,2020-07-08,WLX,Wallonia,3,5,0,0,0,0,0,Luxembourg
1271,2020-07-08,WNA,Wallonia,6,5,0,0,0,0,0,Namur
1272,2020-07-08,VOV,Flanders,14,18,2,2,0,0,6,OostVlaanderen
1273,2020-07-08,VBR,Flanders,6,11,4,1,0,0,0,VlaamsBrabant
1274,2020-07-08,WBR,Wallonia,2,0,0,0,0,0,0,BrabantWallon
1275,2020-07-08,VWV,Flanders,11,26,2,2,0,1,6,WestVlaanderen
1276,2020-07-09,VAN,Flanders,14,34,10,3,1,1,4,Antwerpen
1277,2020-07-09,BRU,Brussels,15,29,12,5,1,0,4,Brussels
1278,2020-07-09,WHT,Wallonia,14,12,1,1,0,0,1,Hainaut
1279,2020-07-09,VLI,Flanders,7,10,1,0,0,0,3,Limburg
1280,2020-07-09,WLG,Wallonia,12,8,2,2,0,0,3,Liège
1281,2020-07-09,WLX,Wallonia,3,6,0,0,0,0,0,Luxembourg
1282,2020-07-09,WNA,Wallonia,6,5,0,0,0,1,1,Namur
1283,2020-07-09,VOV,Flanders,14,16,2,2,0,4,5,OostVlaanderen
1284,2020-07-09,VBR,Flanders,6,12,5,1,0,1,0,VlaamsBrabant
1285,2020-07-09,WBR,Wallonia,2,0,0,0,0,0,0,BrabantWallon
1286,2020-07-09,VWV,Flanders,11,28,3,2,0,4,1,WestVlaanderen
1287,2020-07-10,VAN,Flanders,14,28,9,4,0,0,5,Antwerpen
1288,2020-07-10,BRU,Brussels,15,28,11,4,1,1,2,Brussels
1289,2020-07-10,WHT,Wallonia,14,8,1,1,0,0,2,Hainaut
1290,2020-07-10,VLI,Flanders,7,9,1,0,0,0,2,Limburg
1291,2020-07-10,WLG,Wallonia,12,9,2,2,0,0,1,Liège
1292,2020-07-10,WLX,Wallonia,3,5,0,0,0,0,0,Luxembourg
1293,2020-07-10,WNA,Wallonia,6,4,0,0,0,0,1,Namur
1294,2020-07-10,VOV,Flanders,14,12,2,2,0,1,5,OostVlaanderen
1295,2020-07-10,VBR,Flanders,6,11,4,1,0,0,1,VlaamsBrabant
1296,2020-07-10,WBR,Wallonia,2,0,0,0,0,0,0,BrabantWallon
1297,2020-07-10,VWV,Flanders,11,29,2,1,0,4,2,WestVlaanderen
1298,2020-07-11,VAN,Flanders,14,24,8,3,0,4,9,Antwerpen
1299,2020-07-11,BRU,Brussels,15,25,8,4,1,2,1,Brussels
1300,2020-07-11,WHT,Wallonia,14,6,1,1,0,0,2,Hainaut
1301,2020-07-11,VLI,Flanders,7,9,2,1,0,3,3,Limburg
1302,2020-07-11,WLG,Wallonia,12,7,2,2,0,0,2,Liège
1303,2020-07-11,WLX,Wallonia,3,6,0,0,0,0,0,Luxembourg
1304,2020-07-11,WNA,Wallonia,6,4,0,0,0,0,1,Namur
1305,2020-07-11,VOV,Flanders,14,13,3,2,0,0,1,OostVlaanderen
1306,2020-07-11,VBR,Flanders,6,9,3,1,0,0,1,VlaamsBrabant
1307,2020-07-11,WBR,Wallonia,2,0,0,0,0,0,0,BrabantWallon
1308,2020-07-11,VWV,Flanders,11,29,1,1,0,2,2,WestVlaanderen
1309,2020-07-12,VAN,Flanders,14,24,8,3,0,0,0,Antwerpen
1310,2020-07-12,BRU,Brussels,15,26,8,3,0,2,0,Brussels
1311,2020-07-12,WHT,Wallonia,14,5,0,0,0,0,0,Hainaut
1312,2020-07-12,VLI,Flanders,7,8,1,0,0,1,1,Limburg
1313,2020-07-12,WLG,Wallonia,12,6,2,2,0,0,1,Liège
1314,2020-07-12,WLX,Wallonia,3,5,0,0,0,0,0,Luxembourg
1315,2020-07-12,WNA,Wallonia,6,4,0,0,0,0,1,Namur
1316,2020-07-12,VOV,Flanders,14,12,3,2,0,0,1,OostVlaanderen
1317,2020-07-12,VBR,Flanders,6,9,3,1,0,0,0,VlaamsBrabant
1318,2020-07-12,WBR,Wallonia,2,0,0,0,0,0,0,BrabantWallon
1319,2020-07-12,VWV,Flanders,11,31,2,1,0,4,0,WestVlaanderen
1320,2020-07-13,VAN,Flanders,14,23,8,6,0,0,1,Antwerpen
1321,2020-07-13,BRU,Brussels,15,25,5,3,0,1,1,Brussels
1322,2020-07-13,WHT,Wallonia,14,5,0,0,0,1,1,Hainaut
1323,2020-07-13,VLI,Flanders,7,10,1,0,0,1,0,Limburg
1324,2020-07-13,WLG,Wallonia,12,7,2,2,0,1,0,Liège
1325,2020-07-13,WLX,Wallonia,3,5,1,0,0,0,0,Luxembourg
1326,2020-07-13,WNA,Wallonia,6,4,0,0,0,0,1,Namur
1327,2020-07-13,VOV,Flanders,14,14,2,1,0,2,0,OostVlaanderen
1328,2020-07-13,VBR,Flanders,6,9,3,1,0,0,0,VlaamsBrabant
1329,2020-07-13,WBR,Wallonia,2,0,0,0,0,0,0,BrabantWallon
1330,2020-07-13,VWV,Flanders,11,36,1,1,0,3,1,WestVlaanderen
1331,2020-07-14,VAN,Flanders,14,20,8,6,0,1,4,Antwerpen
1332,2020-07-14,BRU,Brussels,15,27,8,3,0,3,3,Brussels
1333,2020-07-14,WHT,Wallonia,14,10,0,0,0,5,3,Hainaut
1334,2020-07-14,VLI,Flanders,7,13,2,1,0,3,0,Limburg
1335,2020-07-14,WLG,Wallonia,12,9,2,2,0,2,0,Liège
1336,2020-07-14,WLX,Wallonia,3,4,0,0,0,0,0,Luxembourg
1337,2020-07-14,WNA,Wallonia,6,4,0,0,0,0,0,Namur
1338,2020-07-14,VOV,Flanders,14,11,2,1,0,0,3,OostVlaanderen
1339,2020-07-14,VBR,Flanders,6,8,2,2,0,0,1,VlaamsBrabant
1340,2020-07-14,WBR,Wallonia,2,3,0,0,0,0,2,BrabantWallon
1341,2020-07-14,VWV,Flanders,11,38,3,2,0,4,3,WestVlaanderen
1342,2020-07-15,VAN,Flanders,14,19,8,6,0,2,2,Antwerpen
1343,2020-07-15,BRU,Brussels,15,27,8,4,0,2,0,Brussels
1344,2020-07-15,WHT,Wallonia,14,15,0,0,0,3,2,Hainaut
1345,2020-07-15,VLI,Flanders,7,11,2,1,0,1,3,Limburg
1346,2020-07-15,WLG,Wallonia,12,8,2,2,0,0,1,Liège
1347,2020-07-15,WLX,Wallonia,3,3,0,0,0,0,0,Luxembourg
1348,2020-07-15,WNA,Wallonia,6,4,0,0,0,0,0,Namur
1349,2020-07-15,VOV,Flanders,14,16,2,1,0,3,1,OostVlaanderen
1350,2020-07-15,VBR,Flanders,6,8,2,1,0,0,0,VlaamsBrabant
1351,2020-07-15,WBR,Wallonia,2,3,0,0,0,0,0,BrabantWallon
1352,2020-07-15,VWV,Flanders,11,36,3,2,0,0,2,WestVlaanderen
1353,2020-07-16,VAN,Flanders,14,19,8,6,0,2,2,Antwerpen
1354,2020-07-16,BRU,Brussels,15,24,8,5,0,1,2,Brussels
1355,2020-07-16,WHT,Wallonia,14,13,0,0,0,1,4,Hainaut
1356,2020-07-16,VLI,Flanders,7,12,2,0,0,0,0,Limburg
1357,2020-07-16,WLG,Wallonia,12,7,2,2,0,0,1,Liège
1358,2020-07-16,WLX,Wallonia,3,3,0,0,0,0,0,Luxembourg
1359,2020-07-16,WNA,Wallonia,6,4,0,0,0,0,0,Namur
1360,2020-07-16,VOV,Flanders,14,13,2,1,0,0,4,OostVlaanderen
1361,2020-07-16,VBR,Flanders,6,7,2,1,0,0,1,VlaamsBrabant
1362,2020-07-16,WBR,Wallonia,2,2,0,0,0,0,0,BrabantWallon
1363,2020-07-16,VWV,Flanders,11,43,4,2,0,9,2,WestVlaanderen
1364,2020-07-17,VAN,Flanders,14,20,8,6,0,3,3,Antwerpen
1365,2020-07-17,BRU,Brussels,15,25,7,4,0,3,3,Brussels
1366,2020-07-17,WHT,Wallonia,14,9,1,1,0,0,6,Hainaut
1367,2020-07-17,VLI,Flanders,7,13,2,1,0,0,1,Limburg
1368,2020-07-17,WLG,Wallonia,12,9,2,2,0,2,0,Liège
1369,2020-07-17,WLX,Wallonia,3,2,0,0,0,0,1,Luxembourg
1370,2020-07-17,WNA,Wallonia,6,4,0,0,0,0,0,Namur
1371,2020-07-17,VOV,Flanders,14,12,2,1,0,0,1,OostVlaanderen
1372,2020-07-17,VBR,Flanders,6,6,2,1,0,0,1,VlaamsBrabant
1373,2020-07-17,WBR,Wallonia,2,1,0,0,0,0,1,BrabantWallon
1374,2020-07-17,VWV,Flanders,11,44,4,2,0,3,4,WestVlaanderen
1375,2020-07-18,VAN,Flanders,14,32,9,4,0,9,3,Antwerpen
1376,2020-07-18,BRU,Brussels,15,21,6,4,0,1,1,Brussels
1377,2020-07-18,WHT,Wallonia,14,13,3,2,0,1,2,Hainaut
1378,2020-07-18,VLI,Flanders,7,13,2,1,0,2,3,Limburg
1379,2020-07-18,WLG,Wallonia,12,9,2,2,0,1,1,Liège
1380,2020-07-18,WLX,Wallonia,3,2,0,0,0,0,0,Luxembourg
1381,2020-07-18,WNA,Wallonia,6,4,0,0,0,0,0,Namur
1382,2020-07-18,VOV,Flanders,14,10,2,1,0,0,2,OostVlaanderen
1383,2020-07-18,VBR,Flanders,6,7,2,1,0,1,0,VlaamsBrabant
1384,2020-07-18,WBR,Wallonia,2,2,0,0,0,1,0,BrabantWallon
1385,2020-07-18,VWV,Flanders,11,48,4,4,0,11,7,WestVlaanderen
1386,2020-07-19,VAN,Flanders,14,35,8,5,1,7,0,Antwerpen
1387,2020-07-19,BRU,Brussels,15,21,8,3,0,1,4,Brussels
1388,2020-07-19,WHT,Wallonia,14,13,4,2,0,4,2,Hainaut
1389,2020-07-19,VLI,Flanders,7,13,1,1,0,1,2,Limburg
1390,2020-07-19,WLG,Wallonia,12,10,3,2,0,1,0,Liège
1391,2020-07-19,WLX,Wallonia,3,2,0,0,0,0,0,Luxembourg
1392,2020-07-19,WNA,Wallonia,6,4,0,0,0,0,0,Namur
1393,2020-07-19,VOV,Flanders,14,10,0,0,0,0,0,OostVlaanderen
1394,2020-07-19,VBR,Flanders,6,7,2,0,0,0,0,VlaamsBrabant
1395,2020-07-19,WBR,Wallonia,2,2,0,0,0,0,0,BrabantWallon
1396,2020-07-19,VWV,Flanders,11,51,5,2,0,4,1,WestVlaanderen
1397,2020-07-20,VAN,Flanders,14,39,10,7,1,3,0,Antwerpen
1398,2020-07-20,BRU,Brussels,15,24,8,1,0,3,0,Brussels
1399,2020-07-20,WHT,Wallonia,14,13,4,2,0,0,0,Hainaut
1400,2020-07-20,VLI,Flanders,7,18,2,2,0,4,0,Limburg
1401,2020-07-20,WLG,Wallonia,12,11,4,3,0,1,0,Liège
1402,2020-07-20,WLX,Wallonia,3,2,0,0,0,0,0,Luxembourg
1403,2020-07-20,WNA,Wallonia,6,4,0,0,0,0,0,Namur
1404,2020-07-20,VOV,Flanders,14,11,0,0,0,1,0,OostVlaanderen
1405,2020-07-20,VBR,Flanders,6,8,2,0,0,0,0,VlaamsBrabant
1406,2020-07-20,WBR,Wallonia,2,2,0,0,0,0,0,BrabantWallon
1407,2020-07-20,VWV,Flanders,11,49,6,2,0,2,5,WestVlaanderen
1408,2020-07-21,VAN,Flanders,14,37,9,4,1,4,7,Antwerpen
1409,2020-07-21,BRU,Brussels,15,25,6,2,0,1,2,Brussels
1410,2020-07-21,WHT,Wallonia,14,15,4,2,0,0,0,Hainaut
1411,2020-07-21,VLI,Flanders,7,16,1,1,0,0,2,Limburg
1412,2020-07-21,WLG,Wallonia,12,11,4,3,0,0,0,Liège
1413,2020-07-21,WLX,Wallonia,3,2,0,0,0,0,0,Luxembourg
1414,2020-07-21,WNA,Wallonia,6,4,0,0,0,0,0,Namur
1415,2020-07-21,VOV,Flanders,14,9,0,0,0,0,1,OostVlaanderen
1416,2020-07-21,VBR,Flanders,6,5,2,0,0,0,2,VlaamsBrabant
1417,2020-07-21,WBR,Wallonia,2,1,0,0,0,0,1,BrabantWallon
1418,2020-07-21,VWV,Flanders,11,47,7,3,0,3,3,WestVlaanderen
1419,2020-07-22,VAN,Flanders,14,45,11,7,1,4,1,Antwerpen
1420,2020-07-22,BRU,Brussels,15,26,8,2,0,2,0,Brussels
1421,2020-07-22,WHT,Wallonia,14,18,6,2,0,3,0,Hainaut
1422,2020-07-22,VLI,Flanders,7,12,2,2,0,1,4,Limburg
1423,2020-07-22,WLG,Wallonia,12,13,5,3,0,2,0,Liège
1424,2020-07-22,WLX,Wallonia,3,2,0,0,0,0,0,Luxembourg
1425,2020-07-22,WNA,Wallonia,6,4,0,0,0,0,0,Namur
1426,2020-07-22,VOV,Flanders,14,14,0,0,0,4,0,OostVlaanderen
1427,2020-07-22,VBR,Flanders,6,5,2,0,0,0,0,VlaamsBrabant
1428,2020-07-22,WBR,Wallonia,2,1,0,0,0,0,1,BrabantWallon
1429,2020-07-22,VWV,Flanders,11,51,7,2,0,7,3,WestVlaanderen
1430,2020-07-23,VAN,Flanders,14,41,10,6,1,12,9,Antwerpen
1431,2020-07-23,BRU,Brussels,15,34,10,2,0,4,2,Brussels
1432,2020-07-23,WHT,Wallonia,15,21,5,2,0,4,1,Hainaut
1433,2020-07-23,VLI,Flanders,7,18,1,1,0,4,1,Limburg
1434,2020-07-23,WLG,Wallonia,12,13,3,2,0,1,2,Liège
1435,2020-07-23,WLX,Wallonia,2,2,0,0,0,0,0,Luxembourg
1436,2020-07-23,WNA,Wallonia,6,4,0,0,0,0,0,Namur
1437,2020-07-23,VOV,Flanders,14,12,0,0,0,1,3,OostVlaanderen
1438,2020-07-23,VBR,Flanders,6,7,2,1,0,1,0,VlaamsBrabant
1439,2020-07-23,WBR,Wallonia,2,1,0,0,0,0,0,BrabantWallon
1440,2020-07-23,VWV,Flanders,11,50,9,1,0,6,7,WestVlaanderen
1441,2020-07-24,VAN,Flanders,15,44,10,6,1,9,9,Antwerpen
1442,2020-07-24,BRU,Brussels,14,35,10,3,0,6,3,Brussels
1443,2020-07-24,WHT,Wallonia,14,19,6,2,0,2,3,Hainaut
1444,2020-07-24,VLI,Flanders,7,21,2,1,0,2,2,Limburg
1445,2020-07-24,WLG,Wallonia,12,14,3,2,0,3,2,Liège
1446,2020-07-24,WLX,Wallonia,3,2,0,0,0,1,1,Luxembourg
1447,2020-07-24,WNA,Wallonia,6,5,0,0,0,1,0,Namur
1448,2020-07-24,VOV,Flanders,14,15,1,0,0,3,0,OostVlaanderen
1449,2020-07-24,VBR,Flanders,6,7,2,2,0,0,1,VlaamsBrabant
1450,2020-07-24,WBR,Wallonia,2,0,0,0,0,0,1,BrabantWallon
1451,2020-07-24,VWV,Flanders,11,56,7,1,0,7,4,WestVlaanderen
1452,2020-07-25,VAN,Flanders,14,46,12,6,1,8,14,Antwerpen
1453,2020-07-25,BRU,Brussels,15,29,10,3,0,4,5,Brussels
1454,2020-07-25,WHT,Wallonia,13,19,6,3,0,2,1,Hainaut
1455,2020-07-25,VLI,Flanders,7,22,2,1,0,3,3,Limburg
1456,2020-07-25,WLG,Wallonia,12,12,4,2,0,0,2,Liège
1457,2020-07-25,WLX,Wallonia,4,1,0,0,0,0,1,Luxembourg
1458,2020-07-25,WNA,Wallonia,6,4,0,0,0,0,0,Namur
1459,2020-07-25,VOV,Flanders,14,15,1,0,0,2,2,OostVlaanderen
1460,2020-07-25,VBR,Flanders,6,7,2,2,0,1,1,VlaamsBrabant
1461,2020-07-25,WBR,Wallonia,2,1,0,0,0,1,0,BrabantWallon
1462,2020-07-25,VWV,Flanders,11,54,7,2,0,5,6,WestVlaanderen
1463,2020-07-26,VAN,Flanders,14,51,13,7,1,5,3,Antwerpen
1464,2020-07-26,BRU,Brussels,15,33,12,3,0,3,0,Brussels
1465,2020-07-26,WHT,Wallonia,14,19,5,3,0,1,2,Hainaut
1466,2020-07-26,VLI,Flanders,7,22,2,1,0,2,1,Limburg
1467,2020-07-26,WLG,Wallonia,12,12,5,2,0,1,1,Liège
1468,2020-07-26,WLX,Wallonia,3,1,0,0,0,0,0,Luxembourg
1469,2020-07-26,WNA,Wallonia,6,3,0,0,0,0,0,Namur
1470,2020-07-26,VOV,Flanders,14,18,1,0,0,2,1,OostVlaanderen
1471,2020-07-26,VBR,Flanders,6,6,2,2,0,0,1,VlaamsBrabant
1472,2020-07-26,WBR,Wallonia,2,1,0,0,0,0,0,BrabantWallon
1473,2020-07-26,VWV,Flanders,11,45,7,2,0,1,5,WestVlaanderen
1474,2020-07-27,VAN,Flanders,14,55,16,8,1,14,6,Antwerpen
1475,2020-07-27,BRU,Brussels,15,32,12,3,0,3,5,Brussels
1476,2020-07-27,WHT,Wallonia,14,20,5,3,0,1,1,Hainaut
1477,2020-07-27,VLI,Flanders,7,20,3,1,0,0,1,Limburg
1478,2020-07-27,WLG,Wallonia,12,14,6,2,0,2,0,Liège
1479,2020-07-27,WLX,Wallonia,3,2,0,0,0,1,0,Luxembourg
1480,2020-07-27,WNA,Wallonia,6,3,0,0,0,0,0,Namur
1481,2020-07-27,VOV,Flanders,14,19,1,1,0,2,0,OostVlaanderen
1482,2020-07-27,VBR,Flanders,6,6,2,2,0,0,0,VlaamsBrabant
1483,2020-07-27,WBR,Wallonia,2,1,0,0,0,0,0,BrabantWallon
1484,2020-07-27,VWV,Flanders,11,50,7,2,0,5,1,WestVlaanderen
1485,2020-07-28,VAN,Flanders,14,67,16,8,1,21,13,Antwerpen
1486,2020-07-28,BRU,Brussels,15,37,11,4,0,8,2,Brussels
1487,2020-07-28,WHT,Wallonia,14,16,4,2,1,2,4,Hainaut
1488,2020-07-28,VLI,Flanders,7,23,3,1,0,3,2,Limburg
1489,2020-07-28,WLG,Wallonia,12,17,6,3,0,3,0,Liège
1490,2020-07-28,WLX,Wallonia,3,1,0,0,0,0,0,Luxembourg
1491,2020-07-28,WNA,Wallonia,6,3,0,0,0,0,0,Namur
1492,2020-07-28,VOV,Flanders,14,15,1,1,0,0,4,OostVlaanderen
1493,2020-07-28,VBR,Flanders,6,5,2,2,0,0,1,VlaamsBrabant
1494,2020-07-28,WBR,Wallonia,2,1,0,0,0,0,0,BrabantWallon
1495,2020-07-28,VWV,Flanders,11,47,6,1,0,4,2,WestVlaanderen
1496,2020-07-29,VAN,Flanders,14,75,18,9,1,7,7,Antwerpen
1497,2020-07-29,BRU,Brussels,15,48,11,4,0,11,2,Brussels
1498,2020-07-29,WHT,Wallonia,14,20,4,3,1,1,1,Hainaut
1499,2020-07-29,VLI,Flanders,7,25,2,1,0,4,1,Limburg
1500,2020-07-29,WLG,Wallonia,12,19,5,2,0,3,2,Liège
1501,2020-07-29,WLX,Wallonia,3,3,0,0,0,2,0,Luxembourg
1502,2020-07-29,WNA,Wallonia,6,4,0,0,0,1,0,Namur
1503,2020-07-29,VOV,Flanders,14,17,2,2,0,2,2,OostVlaanderen
1504,2020-07-29,VBR,Flanders,6,5,2,2,0,0,0,VlaamsBrabant
1505,2020-07-29,WBR,Wallonia,2,2,0,0,0,1,0,BrabantWallon
1506,2020-07-29,VWV,Flanders,11,45,3,1,0,3,1,WestVlaanderen
1507,2020-07-30,VAN,Flanders,14,78,16,7,1,15,5,Antwerpen
1508,2020-07-30,BRU,Brussels,15,56,9,5,0,5,2,Brussels
1509,2020-07-30,WHT,Wallonia,14,22,6,5,1,2,2,Hainaut
1510,2020-07-30,VLI,Flanders,7,20,2,1,0,0,5,Limburg
1511,2020-07-30,WLG,Wallonia,12,23,5,2,0,4,0,Liège
1512,2020-07-30,WLX,Wallonia,3,2,0,0,0,0,1,Luxembourg
1513,2020-07-30,WNA,Wallonia,6,3,0,0,0,0,0,Namur
1514,2020-07-30,VOV,Flanders,14,17,1,1,0,1,0,OostVlaanderen
1515,2020-07-30,VBR,Flanders,6,5,2,1,0,0,0,VlaamsBrabant
1516,2020-07-30,WBR,Wallonia,2,2,0,0,0,0,0,BrabantWallon
1517,2020-07-30,VWV,Flanders,11,39,1,1,0,3,7,WestVlaanderen
1518,2020-07-31,VAN,Flanders,14,83,18,8,1,13,6,Antwerpen
1519,2020-07-31,BRU,Brussels,15,56,9,5,0,2,4,Brussels
1520,2020-07-31,WHT,Wallonia,14,20,7,6,1,1,3,Hainaut
1521,2020-07-31,VLI,Flanders,7,11,1,1,0,0,8,Limburg
1522,2020-07-31,WLG,Wallonia,12,23,7,3,0,3,4,Liège
1523,2020-07-31,WLX,Wallonia,3,1,0,0,0,0,0,Luxembourg
1524,2020-07-31,WNA,Wallonia,6,3,1,0,0,0,0,Namur
1525,2020-07-31,VOV,Flanders,14,17,2,2,0,0,0,OostVlaanderen
1526,2020-07-31,VBR,Flanders,6,4,2,1,0,0,0,VlaamsBrabant
1527,2020-07-31,WBR,Wallonia,2,0,0,0,0,0,2,BrabantWallon
1528,2020-07-31,VWV,Flanders,11,35,1,1,0,0,6,WestVlaanderen
1529,2020-08-01,VAN,Flanders,14,91,22,8,1,10,5,Antwerpen
1530,2020-08-01,BRU,Brussels,15,55,10,5,0,3,4,Brussels
1531,2020-08-01,WHT,Wallonia,14,26,9,6,1,4,1,Hainaut
1532,2020-08-01,VLI,Flanders,7,9,1,1,0,0,1,Limburg
1533,2020-08-01,WLG,Wallonia,12,23,6,3,0,6,6,Liège
1534,2020-08-01,WLX,Wallonia,3,1,0,0,0,0,0,Luxembourg
1535,2020-08-01,WNA,Wallonia,6,5,2,1,0,2,0,Namur
1536,2020-08-01,VOV,Flanders,14,12,1,2,0,1,5,OostVlaanderen
1537,2020-08-01,VBR,Flanders,6,4,3,2,1,0,0,VlaamsBrabant
1538,2020-08-01,WBR,Wallonia,2,0,0,0,0,0,0,BrabantWallon
1539,2020-08-01,VWV,Flanders,11,33,2,1,0,3,6,WestVlaanderen
1540,2020-08-02,VAN,Flanders,14,92,21,9,2,13,12,Antwerpen
1541,2020-08-02,BRU,Brussels,15,56,10,6,0,3,3,Brussels
1542,2020-08-02,WHT,Wallonia,14,30,10,6,2,5,0,Hainaut
1543,2020-08-02,VLI,Flanders,7,12,1,1,0,0,0,Limburg
1544,2020-08-02,WLG,Wallonia,12,27,7,3,0,5,1,Liège
1545,2020-08-02,WLX,Wallonia,3,0,0,0,0,0,1,Luxembourg
1546,2020-08-02,WNA,Wallonia,6,5,2,1,0,0,0,Namur
1547,2020-08-02,VOV,Flanders,14,14,2,2,0,2,0,OostVlaanderen
1548,2020-08-02,VBR,Flanders,6,5,3,2,1,1,0,VlaamsBrabant
1549,2020-08-02,WBR,Wallonia,2,0,0,0,0,0,0,BrabantWallon
1550,2020-08-02,VWV,Flanders,11,30,2,1,0,0,1,WestVlaanderen
1551,2020-08-03,VAN,Flanders,14,96,20,10,2,11,6,Antwerpen
1552,2020-08-03,BRU,Brussels,15,65,7,5,0,10,0,Brussels
1553,2020-08-03,WHT,Wallonia,14,30,8,7,2,1,0,Hainaut
1554,2020-08-03,VLI,Flanders,7,12,1,1,0,0,2,Limburg
1555,2020-08-03,WLG,Wallonia,12,27,9,3,0,1,0,Liège
1556,2020-08-03,WLX,Wallonia,3,0,0,0,0,0,0,Luxembourg
1557,2020-08-03,WNA,Wallonia,6,5,2,1,0,0,0,Namur
1558,2020-08-03,VOV,Flanders,14,15,2,2,0,1,0,OostVlaanderen
1559,2020-08-03,VBR,Flanders,6,7,3,2,1,2,0,VlaamsBrabant
1560,2020-08-03,WBR,Wallonia,2,0,0,0,0,0,0,BrabantWallon
1561,2020-08-03,VWV,Flanders,11,33,2,1,0,3,3,WestVlaanderen
1562,2020-08-04,VAN,Flanders,14,90,24,9,2,9,19,Antwerpen
1563,2020-08-04,BRU,Brussels,15,59,9,3,0,8,9,Brussels
1564,2020-08-04,WHT,Wallonia,14,26,8,7,2,0,3,Hainaut
1565,2020-08-04,VLI,Flanders,7,12,1,1,0,1,2,Limburg
1566,2020-08-04,WLG,Wallonia,12,28,10,3,0,2,2,Liège
1567,2020-08-04,WLX,Wallonia,3,0,0,0,0,0,0,Luxembourg
1568,2020-08-04,WNA,Wallonia,6,4,2,1,0,0,1,Namur
1569,2020-08-04,VOV,Flanders,14,13,3,2,0,0,2,OostVlaanderen
1570,2020-08-04,VBR,Flanders,6,6,4,3,1,0,0,VlaamsBrabant
1571,2020-08-04,WBR,Wallonia,2,0,0,0,0,0,0,BrabantWallon
1572,2020-08-04,VWV,Flanders,11,27,2,1,0,0,6,WestVlaanderen
1573,2020-08-05,VAN,Flanders,14,97,22,8,2,16,6,Antwerpen
1574,2020-08-05,BRU,Brussels,15,68,9,4,0,15,6,Brussels
1575,2020-08-05,WHT,Wallonia,14,29,8,5,2,2,0,Hainaut
1576,2020-08-05,VLI,Flanders,7,9,2,2,0,1,4,Limburg
1577,2020-08-05,WLG,Wallonia,12,29,9,3,0,6,4,Liège
1578,2020-08-05,WLX,Wallonia,3,1,0,0,0,1,0,Luxembourg
1579,2020-08-05,WNA,Wallonia,6,6,2,1,0,1,0,Namur
1580,2020-08-05,VOV,Flanders,14,16,3,2,0,2,0,OostVlaanderen
1581,2020-08-05,VBR,Flanders,6,9,4,3,1,2,0,VlaamsBrabant
1582,2020-08-05,WBR,Wallonia,2,0,0,0,0,0,0,BrabantWallon
1583,2020-08-05,VWV,Flanders,11,29,2,1,0,4,2,WestVlaanderen
1584,2020-08-06,VAN,Flanders,14,90,25,10,2,14,19,Antwerpen
1585,2020-08-06,BRU,Brussels,15,62,11,4,0,6,11,Brussels
1586,2020-08-06,WHT,Wallonia,14,27,8,6,1,3,3,Hainaut
1587,2020-08-06,VLI,Flanders,7,12,4,2,0,2,0,Limburg
1588,2020-08-06,WLG,Wallonia,12,33,9,3,0,4,1,Liège
1589,2020-08-06,WLX,Wallonia,3,1,0,0,0,0,0,Luxembourg
1590,2020-08-06,WNA,Wallonia,6,6,2,1,0,0,0,Namur
1591,2020-08-06,VOV,Flanders,14,17,3,2,0,1,2,OostVlaanderen
1592,2020-08-06,VBR,Flanders,6,5,1,3,1,0,0,VlaamsBrabant
1593,2020-08-06,WBR,Wallonia,2,0,0,0,0,0,0,BrabantWallon
1594,2020-08-06,VWV,Flanders,11,25,2,1,0,3,5,WestVlaanderen
1595,2020-08-07,VAN,Flanders,14,92,26,11,2,11,8,Antwerpen
1596,2020-08-07,BRU,Brussels,15,69,12,5,0,9,3,Brussels
1597,2020-08-07,WHT,Wallonia,14,24,9,7,2,1,3,Hainaut
1598,2020-08-07,VLI,Flanders,7,12,3,2,0,2,1,Limburg
1599,2020-08-07,WLG,Wallonia,12,34,8,5,0,4,4,Liège
1600,2020-08-07,WLX,Wallonia,3,1,0,0,0,0,0,Luxembourg
1601,2020-08-07,WNA,Wallonia,6,7,2,1,0,0,0,Namur
1602,2020-08-07,VOV,Flanders,14,19,3,2,0,4,2,OostVlaanderen
1603,2020-08-07,VBR,Flanders,6,7,4,3,1,1,3,VlaamsBrabant
