DATE,REGION,AGEGROUP,SEX,DOSE,COUNT
2021-01-14,Wallonia,18-34,F,A,460
2021-01-14,Wallonia,18-34,M,A,181
2021-01-14,Wallonia,35-44,F,A,439
2021-01-14,Wallonia,35-44,M,A,141
2021-01-14,Wallonia,45-54,F,A,538
2021-01-14,Wallonia,45-54,M,A,196
2021-01-14,Wallonia,55-64,F,A,471
2021-01-14,Wallonia,55-64,M,A,297
2021-01-14,Wallonia,65-74,F,A,411
2021-01-14,Wallonia,65-74,M,A,386
2021-01-14,Wallonia,75-84,F,A,808
2021-01-14,Wallonia,75-84,M,A,350
2021-01-14,Wallonia,85+,F,A,1727
2021-01-14,Wallonia,85+,M,A,377
2021-01-15,Brussels,18-34,F,A,39
2021-01-15,Brussels,18-34,M,A,17
2021-01-15,Brussels,35-44,F,A,28
2021-01-15,Brussels,35-44,M,A,14
2021-01-15,Brussels,45-54,F,A,30
2021-01-15,Brussels,45-54,M,A,25
2021-01-15,Brussels,55-64,F,A,39
2021-01-15,Brussels,55-64,M,A,41
2021-01-15,Brussels,65-74,F,A,47
2021-01-15,Brussels,65-74,M,A,39
2021-01-15,Brussels,75-84,F,A,108
2021-01-15,Brussels,75-84,M,A,48
2021-01-15,Brussels,85+,F,A,273
2021-01-15,Brussels,85+,M,A,62
2021-01-15,Flanders,0-17,F,A,4
2021-01-15,Flanders,0-17,M,A,3
2021-01-15,Flanders,18-34,F,A,756
2021-01-15,Flanders,18-34,M,A,189
2021-01-15,Flanders,35-44,F,A,672
2021-01-15,Flanders,35-44,M,A,157
2021-01-15,Flanders,45-54,F,A,845
2021-01-15,Flanders,45-54,M,A,206
2021-01-15,Flanders,55-64,F,A,895
2021-01-15,Flanders,55-64,M,A,417
2021-01-15,Flanders,65-74,F,A,554
2021-01-15,Flanders,65-74,M,A,482
2021-01-15,Flanders,75-84,F,A,2246
2021-01-15,Flanders,75-84,M,A,999
2021-01-15,Flanders,85+,F,A,5612
2021-01-15,Flanders,85+,M,A,1685
2021-01-15,,18-34,F,A,16
2021-01-15,,18-34,M,A,5
2021-01-15,,35-44,F,A,16
2021-01-15,,35-44,M,A,2
2021-01-15,,45-54,F,A,8
2021-01-15,,45-54,M,A,5
2021-01-15,,55-64,F,A,5
2021-01-15,,55-64,M,A,2
2021-01-15,,65-74,M,A,2
2021-01-15,,75-84,F,A,1
2021-01-15,,75-84,M,A,2
2021-01-15,,75-84,,A,1
2021-01-15,,85+,F,A,6
2021-01-15,,85+,,A,2
2021-01-15,Ostbelgien,45-54,F,A,1
2021-01-15,Ostbelgien,55-64,M,A,1
2021-01-15,Wallonia,0-17,F,A,3
2021-01-15,Wallonia,0-17,M,A,2
2021-01-15,Wallonia,18-34,F,A,454
2021-01-15,Wallonia,18-34,M,A,173
2021-01-15,Wallonia,35-44,F,A,492
2021-01-15,Wallonia,35-44,M,A,131
2021-01-15,Wallonia,45-54,F,A,505
2021-01-15,Wallonia,45-54,M,A,169
2021-01-15,Wallonia,55-64,F,A,459
2021-01-15,Wallonia,55-64,M,A,253
2021-01-15,Wallonia,65-74,F,A,292
2021-01-15,Wallonia,65-74,M,A,279
2021-01-15,Wallonia,75-84,F,A,691
2021-01-15,Wallonia,75-84,M,A,302
2021-01-15,Wallonia,85+,F,A,1758
2021-01-15,Wallonia,85+,M,A,410
2021-01-16,Brussels,18-34,F,A,1
2021-01-16,Brussels,35-44,M,A,2
2021-01-16,Brussels,45-54,F,A,1
2021-01-16,Brussels,45-54,M,A,3
2021-01-16,Brussels,55-64,F,A,1
2021-01-16,Brussels,55-64,M,A,2
2021-01-16,Brussels,65-74,M,A,1
2021-01-16,Brussels,75-84,F,A,1
2021-01-16,Brussels,85+,F,A,5
2021-01-16,Flanders,0-17,F,A,6
2021-01-16,Flanders,0-17,M,A,2
2021-01-16,Flanders,18-34,F,A,212
2021-01-16,Flanders,18-34,M,A,46
2021-01-16,Flanders,35-44,F,A,164
2021-01-16,Flanders,35-44,M,A,29
2021-01-16,Flanders,45-54,F,A,233
2021-01-16,Flanders,45-54,M,A,59
2021-01-16,Flanders,55-64,F,A,227
2021-01-16,Flanders,55-64,M,A,99
2021-01-16,Flanders,65-74,F,A,176
2021-01-16,Flanders,65-74,M,A,181
2021-01-16,Flanders,75-84,F,A,704
2021-01-16,Flanders,75-84,M,A,363
2021-01-16,Flanders,85+,F,A,1698
2021-01-16,Flanders,85+,M,A,486
2021-01-16,Wallonia,18-34,F,A,12
2021-01-16,Wallonia,18-34,M,A,7
2021-01-16,Wallonia,35-44,F,A,15
2021-01-16,Wallonia,35-44,M,A,7
2021-01-16,Wallonia,45-54,F,A,15
2021-01-16,Wallonia,45-54,M,A,17
2021-01-16,Wallonia,55-64,F,A,18
2021-01-16,Wallonia,55-64,M,A,20
2021-01-16,Wallonia,65-74,F,A,32
2021-01-16,Wallonia,65-74,M,A,21
2021-01-16,Wallonia,75-84,F,A,52
2021-01-16,Wallonia,75-84,M,A,17
2021-01-16,Wallonia,85+,F,A,77
2021-01-16,Wallonia,85+,M,A,16
2021-01-17,Brussels,35-44,M,A,1
2021-01-17,Brussels,45-54,M,A,1
2021-01-17,Brussels,55-64,M,A,1
2021-01-17,Brussels,85+,F,A,1
2021-01-17,Flanders,0-17,F,A,9
2021-01-17,Flanders,18-34,F,A,205
2021-01-17,Flanders,18-34,M,A,40
2021-01-17,Flanders,35-44,F,A,137
2021-01-17,Flanders,35-44,M,A,32
2021-01-17,Flanders,45-54,F,A,191
2021-01-17,Flanders,45-54,M,A,51
2021-01-17,Flanders,55-64,F,A,164
2021-01-17,Flanders,55-64,M,A,88
2021-01-17,Flanders,65-74,F,A,150
2021-01-17,Flanders,65-74,M,A,150
2021-01-17,Flanders,75-84,F,A,449
2021-01-17,Flanders,75-84,M,A,204
2021-01-17,Flanders,85+,F,A,1124
2021-01-17,Flanders,85+,M,A,282
2021-01-17,,18-34,F,A,3
2021-01-17,,35-44,M,A,1
2021-01-17,Wallonia,18-34,M,A,2
2021-01-17,Wallonia,45-54,F,A,1
2021-01-17,Wallonia,45-54,M,A,1
2021-01-17,Wallonia,55-64,F,A,1
2021-01-17,Wallonia,85+,F,A,2
2021-01-18,Brussels,18-34,F,A,19
2021-01-18,Brussels,18-34,M,A,13
2021-01-18,Brussels,35-44,F,A,12
2021-01-18,Brussels,35-44,M,A,11
2021-01-18,Brussels,45-54,F,A,12
2021-01-18,Brussels,45-54,M,A,10
2021-01-18,Brussels,55-64,F,A,14
2021-01-18,Brussels,55-64,M,A,10
2021-01-18,Brussels,65-74,F,A,4
2021-01-18,Brussels,65-74,M,A,5
2021-01-18,Brussels,75-84,F,A,5
2021-01-18,Brussels,75-84,M,A,4
2021-01-18,Brussels,85+,F,A,7
2021-01-18,Brussels,85+,M,A,2
2021-01-18,Flanders,0-17,F,A,16
2021-01-18,Flanders,0-17,M,A,7
2021-01-18,Flanders,18-34,F,A,669
2021-01-18,Flanders,18-34,F,B,3
2021-01-18,Flanders,18-34,M,A,221
2021-01-18,Flanders,18-34,M,B,2
2021-01-18,Flanders,35-44,F,A,496
2021-01-18,Flanders,35-44,M,A,133
2021-01-18,Flanders,45-54,F,A,592
2021-01-18,Flanders,45-54,F,B,4
2021-01-18,Flanders,45-54,M,A,179
2021-01-18,Flanders,55-64,F,A,606
2021-01-18,Flanders,55-64,F,B,5
2021-01-18,Flanders,55-64,M,A,214
2021-01-18,Flanders,55-64,M,B,2
2021-01-18,Flanders,65-74,F,A,244
2021-01-18,Flanders,65-74,F,B,5
2021-01-18,Flanders,65-74,M,A,228
2021-01-18,Flanders,65-74,M,B,3
2021-01-18,Flanders,75-84,F,A,605
2021-01-18,Flanders,75-84,F,B,15
2021-01-18,Flanders,75-84,M,A,285
2021-01-18,Flanders,75-84,M,B,7
2021-01-18,Flanders,85+,F,A,1426
2021-01-18,Flanders,85+,F,B,46
2021-01-18,Flanders,85+,M,A,417
2021-01-18,Flanders,85+,M,B,17
2021-01-18,,18-34,F,A,12
2021-01-18,,18-34,M,A,4
2021-01-18,,35-44,F,A,13
2021-01-18,,35-44,M,A,5
2021-01-18,,45-54,F,A,12
2021-01-18,,45-54,M,A,3
2021-01-18,,55-64,F,A,6
2021-01-18,,55-64,M,A,1
2021-01-18,,65-74,F,A,2
2021-01-18,,65-74,M,A,2
2021-01-18,,75-84,F,A,4
2021-01-18,,75-84,M,A,2
2021-01-18,,85+,F,A,10
2021-01-18,,85+,M,A,2
2021-01-18,Ostbelgien,18-34,F,A,23
2021-01-18,Ostbelgien,18-34,M,A,7
2021-01-18,Ostbelgien,35-44,F,A,16
2021-01-18,Ostbelgien,35-44,M,A,6
2021-01-18,Ostbelgien,45-54,F,A,23
2021-01-18,Ostbelgien,45-54,M,A,7
2021-01-18,Ostbelgien,55-64,F,A,9
2021-01-18,Ostbelgien,55-64,M,A,4
2021-01-18,Ostbelgien,65-74,F,A,4
2021-01-18,Ostbelgien,65-74,M,A,4
2021-01-18,Ostbelgien,75-84,F,A,10
2021-01-18,Ostbelgien,75-84,M,A,5
2021-01-18,Ostbelgien,85+,F,A,13
2021-01-18,Ostbelgien,85+,M,A,4
2021-01-18,Wallonia,0-17,F,A,4
2021-01-18,Wallonia,0-17,M,A,3
2021-01-18,Wallonia,18-34,F,A,424
2021-01-18,Wallonia,18-34,M,A,170
2021-01-18,Wallonia,35-44,F,A,371
2021-01-18,Wallonia,35-44,M,A,112
2021-01-18,Wallonia,45-54,F,A,361
2021-01-18,Wallonia,45-54,M,A,169
2021-01-18,Wallonia,55-64,F,A,289
2021-01-18,Wallonia,55-64,M,A,224
2021-01-18,Wallonia,65-74,F,A,209
2021-01-18,Wallonia,65-74,M,A,211
2021-01-18,Wallonia,75-84,F,A,395
2021-01-18,Wallonia,75-84,M,A,161
2021-01-18,Wallonia,85+,F,A,786
2021-01-18,Wallonia,85+,M,A,188
2021-01-19,Brussels,0-17,M,A,1
2021-01-19,Brussels,18-34,F,A,65
2021-01-19,Brussels,18-34,F,B,1
2021-01-19,Brussels,18-34,M,A,49
2021-01-19,Brussels,35-44,F,A,63
2021-01-19,Brussels,35-44,M,A,42
2021-01-19,Brussels,45-54,F,A,70
2021-01-19,Brussels,45-54,F,B,2
2021-01-19,Brussels,45-54,M,A,47
2021-01-19,Brussels,55-64,F,A,81
2021-01-19,Brussels,55-64,F,B,3
2021-01-19,Brussels,55-64,M,A,69
2021-01-19,Brussels,55-64,M,B,1
2021-01-19,Brussels,65-74,F,A,75
2021-01-19,Brussels,65-74,F,B,2
2021-01-19,Brussels,65-74,M,A,105
2021-01-19,Brussels,65-74,M,B,2
2021-01-19,Brussels,75-84,F,A,143
2021-01-19,Brussels,75-84,F,B,2
2021-01-19,Brussels,75-84,M,A,103
2021-01-19,Brussels,75-84,M,B,1
2021-01-19,Brussels,85+,F,A,295
2021-01-19,Brussels,85+,F,B,37
2021-01-19,Brussels,85+,M,A,64
2021-01-19,Brussels,85+,M,B,4
2021-01-19,Flanders,0-17,F,A,65
2021-01-19,Flanders,0-17,M,A,16
2021-01-19,Flanders,18-34,F,A,1336
2021-01-19,Flanders,18-34,F,B,1
2021-01-19,Flanders,18-34,M,A,421
2021-01-19,Flanders,35-44,F,A,960
2021-01-19,Flanders,35-44,M,A,267
2021-01-19,Flanders,45-54,F,A,1113
2021-01-19,Flanders,45-54,M,A,285
2021-01-19,Flanders,45-54,M,B,1
2021-01-19,Flanders,55-64,F,A,1117
2021-01-19,Flanders,55-64,M,A,456
2021-01-19,Flanders,55-64,M,B,1
2021-01-19,Flanders,65-74,F,A,410
2021-01-19,Flanders,65-74,F,B,2
2021-01-19,Flanders,65-74,M,A,366
2021-01-19,Flanders,75-84,F,A,995
2021-01-19,Flanders,75-84,M,A,451
2021-01-19,Flanders,75-84,M,B,2
2021-01-19,Flanders,85+,F,A,2342
2021-01-19,Flanders,85+,F,B,3
2021-01-19,Flanders,85+,M,A,677
2021-01-19,,18-34,F,A,19
2021-01-19,,18-34,M,A,1
2021-01-19,,35-44,F,A,27
2021-01-19,,35-44,M,A,8
2021-01-19,,45-54,F,A,15
2021-01-19,,45-54,M,A,4
2021-01-19,,55-64,F,A,3
2021-01-19,,55-64,M,A,1
2021-01-19,,65-74,F,A,1
2021-01-19,,65-74,M,A,2
2021-01-19,,75-84,M,A,1
2021-01-19,,85+,F,A,2
2021-01-19,Ostbelgien,18-34,F,A,4
2021-01-19,Ostbelgien,18-34,M,A,2
2021-01-19,Ostbelgien,35-44,F,A,4
2021-01-19,Ostbelgien,35-44,M,A,1
2021-01-19,Ostbelgien,45-54,F,A,6
2021-01-19,Ostbelgien,45-54,M,A,3
2021-01-19,Ostbelgien,55-64,F,A,6
2021-01-19,Ostbelgien,55-64,M,A,2
2021-01-19,Ostbelgien,65-74,F,A,1
2021-01-19,Ostbelgien,65-74,M,A,1
2021-01-19,Ostbelgien,75-84,F,A,10
2021-01-19,Ostbelgien,75-84,M,A,3
2021-01-19,Ostbelgien,85+,F,A,32
2021-01-19,Ostbelgien,85+,M,A,5
2021-01-19,Wallonia,0-17,F,A,4
2021-01-19,Wallonia,0-17,M,A,2
2021-01-19,Wallonia,18-34,F,A,669
2021-01-19,Wallonia,18-34,F,B,9
2021-01-19,Wallonia,18-34,M,A,246
2021-01-19,Wallonia,18-34,M,B,3
2021-01-19,Wallonia,35-44,F,A,622
2021-01-19,Wallonia,35-44,F,B,15
2021-01-19,Wallonia,35-44,M,A,177
2021-01-19,Wallonia,35-44,M,B,5
2021-01-19,Wallonia,45-54,F,A,658
2021-01-19,Wallonia,45-54,F,B,12
2021-01-19,Wallonia,45-54,M,A,234
2021-01-19,Wallonia,45-54,M,B,2
2021-01-19,Wallonia,55-64,F,A,532
2021-01-19,Wallonia,55-64,F,B,15
2021-01-19,Wallonia,55-64,M,A,282
2021-01-19,Wallonia,55-64,M,B,14
2021-01-19,Wallonia,65-74,F,A,289
2021-01-19,Wallonia,65-74,F,B,3
2021-01-19,Wallonia,65-74,M,A,264
2021-01-19,Wallonia,65-74,M,B,8
2021-01-19,Wallonia,75-84,F,A,548
2021-01-19,Wallonia,75-84,F,B,10
2021-01-19,Wallonia,75-84,M,A,248
2021-01-19,Wallonia,75-84,M,B,1
2021-01-19,Wallonia,85+,F,A,1153
2021-01-19,Wallonia,85+,F,B,15
2021-01-19,Wallonia,85+,M,A,245
2021-01-19,Wallonia,85+,M,B,4
2021-01-20,Brussels,18-34,F,A,41
2021-01-20,Brussels,18-34,M,A,41
2021-01-20,Brussels,35-44,F,A,48
2021-01-20,Brussels,35-44,M,A,24
2021-01-20,Brussels,45-54,F,A,37
2021-01-20,Brussels,45-54,M,A,40
2021-01-20,Brussels,55-64,F,A,50
2021-01-20,Brussels,55-64,M,A,36
2021-01-20,Brussels,65-74,F,A,55
2021-01-20,Brussels,65-74,M,A,34
2021-01-20,Brussels,75-84,F,A,99
2021-01-20,Brussels,75-84,F,B,1
2021-01-20,Brussels,75-84,M,A,47
2021-01-20,Brussels,85+,F,A,288
2021-01-20,Brussels,85+,F,B,3
2021-01-20,Brussels,85+,M,A,54
2021-01-20,Flanders,0-17,F,A,69
2021-01-20,Flanders,0-17,M,A,9
2021-01-20,Flanders,18-34,F,A,1941
2021-01-20,Flanders,18-34,F,B,18
2021-01-20,Flanders,18-34,M,A,589
2021-01-20,Flanders,18-34,M,B,4
2021-01-20,Flanders,35-44,F,A,1316
2021-01-20,Flanders,35-44,F,B,9
2021-01-20,Flanders,35-44,M,A,325
2021-01-20,Flanders,35-44,M,B,3
2021-01-20,Flanders,45-54,F,A,1559
2021-01-20,Flanders,45-54,F,B,11
2021-01-20,Flanders,45-54,M,A,430
2021-01-20,Flanders,45-54,M,B,4
2021-01-20,Flanders,55-64,F,A,1563
2021-01-20,Flanders,55-64,F,B,10
2021-01-20,Flanders,55-64,M,A,517
2021-01-20,Flanders,55-64,M,B,6
2021-01-20,Flanders,65-74,F,A,523
2021-01-20,Flanders,65-74,F,B,19
2021-01-20,Flanders,65-74,M,A,445
2021-01-20,Flanders,65-74,M,B,23
2021-01-20,Flanders,75-84,F,A,1136
2021-01-20,Flanders,75-84,F,B,46
2021-01-20,Flanders,75-84,M,A,510
2021-01-20,Flanders,75-84,M,B,26
2021-01-20,Flanders,85+,F,A,2410
2021-01-20,Flanders,85+,F,B,179
2021-01-20,Flanders,85+,M,A,669
2021-01-20,Flanders,85+,M,B,60
2021-01-20,,18-34,F,A,37
2021-01-20,,18-34,M,A,8
2021-01-20,,35-44,F,A,24
2021-01-20,,35-44,M,A,3
2021-01-20,,45-54,F,A,14
2021-01-20,,45-54,M,A,2
2021-01-20,,55-64,F,A,6
2021-01-20,,55-64,M,A,3
2021-01-20,,65-74,F,A,4
2021-01-20,,65-74,M,A,2
2021-01-20,,75-84,F,A,1
2021-01-20,,75-84,M,A,3
2021-01-20,,85+,F,A,5
2021-01-20,Ostbelgien,18-34,F,A,3
2021-01-20,Ostbelgien,18-34,M,A,2
2021-01-20,Ostbelgien,35-44,F,A,1
2021-01-20,Ostbelgien,45-54,F,A,3
2021-01-20,Ostbelgien,45-54,M,A,1
2021-01-20,Ostbelgien,55-64,F,A,3
2021-01-20,Ostbelgien,65-74,F,A,1
2021-01-20,Ostbelgien,65-74,M,A,4
2021-01-20,Ostbelgien,75-84,F,A,8
2021-01-20,Ostbelgien,75-84,M,A,1
2021-01-20,Ostbelgien,85+,F,A,12
2021-01-20,Ostbelgien,85+,M,A,4
2021-01-20,Wallonia,0-17,F,A,1
2021-01-20,Wallonia,0-17,M,A,2
2021-01-20,Wallonia,18-34,F,A,591
2021-01-20,Wallonia,18-34,M,A,225
2021-01-20,Wallonia,35-44,F,A,506
2021-01-20,Wallonia,35-44,M,A,185
2021-01-20,Wallonia,45-54,F,A,590
2021-01-20,Wallonia,45-54,M,A,208
2021-01-20,Wallonia,55-64,F,A,490
2021-01-20,Wallonia,55-64,M,A,237
2021-01-20,Wallonia,65-74,F,A,240
2021-01-20,Wallonia,65-74,M,A,213
2021-01-20,Wallonia,75-84,F,A,408
2021-01-20,Wallonia,75-84,M,A,204
2021-01-20,Wallonia,85+,F,A,922
2021-01-20,Wallonia,85+,M,A,196
2021-01-21,Brussels,0-17,M,A,2
2021-01-21,Brussels,18-34,F,A,190
2021-01-21,Brussels,18-34,M,A,135
2021-01-21,Brussels,35-44,F,A,101
2021-01-21,Brussels,35-44,M,A,71
2021-01-21,Brussels,45-54,F,A,96
2021-01-21,Brussels,45-54,M,A,60
2021-01-21,Brussels,55-64,F,A,89
2021-01-21,Brussels,55-64,M,A,59
2021-01-21,Brussels,65-74,F,A,33
2021-01-21,Brussels,65-74,M,A,41
2021-01-21,Brussels,75-84,F,A,40
2021-01-21,Brussels,75-84,M,A,21
2021-01-21,Brussels,85+,F,A,71
2021-01-21,Brussels,85+,M,A,23
2021-01-21,Flanders,0-17,F,A,138
2021-01-21,Flanders,0-17,M,A,37
2021-01-21,Flanders,18-34,F,A,3168
2021-01-21,Flanders,18-34,M,A,862
2021-01-21,Flanders,35-44,F,A,2044
2021-01-21,Flanders,35-44,M,A,499
2021-01-21,Flanders,45-54,F,A,2361
2021-01-21,Flanders,45-54,M,A,598
2021-01-21,Flanders,55-64,F,A,2241
2021-01-21,Flanders,55-64,M,A,842
2021-01-21,Flanders,65-74,F,A,755
2021-01-21,Flanders,65-74,M,A,669
2021-01-21,Flanders,75-84,F,A,1370
2021-01-21,Flanders,75-84,M,A,735
2021-01-21,Flanders,85+,F,A,2678
2021-01-21,Flanders,85+,M,A,790
2021-01-21,,0-17,M,A,2
2021-01-21,,18-34,F,A,21
2021-01-21,,18-34,M,A,11
2021-01-21,,35-44,F,A,26
2021-01-21,,35-44,M,A,9
2021-01-21,,45-54,F,A,21
2021-01-21,,45-54,M,A,1
2021-01-21,,55-64,F,A,9
2021-01-21,,55-64,M,A,7
2021-01-21,,65-74,F,A,7
2021-01-21,,65-74,M,A,3
2021-01-21,,75-84,F,A,4
2021-01-21,,75-84,M,A,3
2021-01-21,,85+,F,A,17
2021-01-21,,85+,M,A,3
2021-01-21,Ostbelgien,18-34,F,A,67
2021-01-21,Ostbelgien,18-34,M,A,15
2021-01-21,Ostbelgien,35-44,F,A,42
2021-01-21,Ostbelgien,35-44,M,A,9
2021-01-21,Ostbelgien,45-54,F,A,51
2021-01-21,Ostbelgien,45-54,M,A,8
2021-01-21,Ostbelgien,55-64,F,A,34
2021-01-21,Ostbelgien,55-64,M,A,12
2021-01-21,Ostbelgien,65-74,F,A,5
2021-01-21,Ostbelgien,65-74,M,A,10
2021-01-21,Ostbelgien,75-84,F,A,5
2021-01-21,Ostbelgien,75-84,M,A,1
2021-01-21,Ostbelgien,85+,F,A,5
2021-01-21,Ostbelgien,85+,M,A,2
2021-01-21,Wallonia,0-17,F,A,2
2021-01-21,Wallonia,0-17,M,A,3
2021-01-21,Wallonia,18-34,F,A,1006
2021-01-21,Wallonia,18-34,M,A,408
2021-01-21,Wallonia,35-44,F,A,1038
2021-01-21,Wallonia,35-44,M,A,308
2021-01-21,Wallonia,45-54,F,A,1112
2021-01-21,Wallonia,45-54,M,A,356
2021-01-21,Wallonia,55-64,F,A,809
2021-01-21,Wallonia,55-64,M,A,359
2021-01-21,Wallonia,65-74,F,A,365
2021-01-21,Wallonia,65-74,M,A,323
2021-01-21,Wallonia,75-84,F,A,616
2021-01-21,Wallonia,75-84,M,A,225
2021-01-21,Wallonia,85+,F,A,1348
2021-01-21,Wallonia,85+,M,A,279
2021-01-22,Brussels,18-34,F,A,152
2021-01-22,Brussels,18-34,F,B,1
2021-01-22,Brussels,18-34,M,A,101
2021-01-22,Brussels,35-44,F,A,96
2021-01-22,Brussels,35-44,M,A,59
2021-01-22,Brussels,45-54,F,A,93
2021-01-22,Brussels,45-54,M,A,49
2021-01-22,Brussels,55-64,F,A,94
2021-01-22,Brussels,55-64,M,A,46
2021-01-22,Brussels,65-74,F,A,28
2021-01-22,Brussels,65-74,M,A,28
2021-01-22,Brussels,75-84,F,A,35
2021-01-22,Brussels,75-84,M,A,8
2021-01-22,Brussels,85+,F,A,85
2021-01-22,Brussels,85+,M,A,15
2021-01-22,Flanders,0-17,F,A,176
2021-01-22,Flanders,0-17,M,A,52
2021-01-22,Flanders,18-34,F,A,3901
2021-01-22,Flanders,18-34,F,B,3
2021-01-22,Flanders,18-34,M,A,1032
2021-01-22,Flanders,18-34,M,B,2
2021-01-22,Flanders,35-44,F,A,2675
2021-01-22,Flanders,35-44,F,B,4
2021-01-22,Flanders,35-44,M,A,628
2021-01-22,Flanders,35-44,M,B,3
2021-01-22,Flanders,45-54,F,A,2989
2021-01-22,Flanders,45-54,F,B,6
2021-01-22,Flanders,45-54,M,A,759
2021-01-22,Flanders,45-54,M,B,1
2021-01-22,Flanders,55-64,F,A,2888
2021-01-22,Flanders,55-64,F,B,9
2021-01-22,Flanders,55-64,M,A,1034
2021-01-22,Flanders,55-64,M,B,1
2021-01-22,Flanders,65-74,F,A,975
2021-01-22,Flanders,65-74,M,A,752
2021-01-22,Flanders,75-84,F,A,1072
2021-01-22,Flanders,75-84,M,A,538
2021-01-22,Flanders,85+,F,A,1967
2021-01-22,Flanders,85+,M,A,626
2021-01-22,,18-34,F,A,48
2021-01-22,,18-34,M,A,15
2021-01-22,,35-44,F,A,25
2021-01-22,,35-44,M,A,6
2021-01-22,,45-54,F,A,22
2021-01-22,,45-54,M,A,7
2021-01-22,,55-64,F,A,9
2021-01-22,,55-64,M,A,4
2021-01-22,,65-74,F,A,1
2021-01-22,,65-74,M,A,2
2021-01-22,,75-84,F,A,3
2021-01-22,,75-84,M,A,1
2021-01-22,,85+,F,A,12
2021-01-22,,85+,M,A,1
2021-01-22,Ostbelgien,18-34,F,A,13
2021-01-22,Ostbelgien,18-34,M,A,1
2021-01-22,Ostbelgien,35-44,F,A,6
2021-01-22,Ostbelgien,35-44,M,A,1
2021-01-22,Ostbelgien,45-54,F,A,12
2021-01-22,Ostbelgien,45-54,M,A,1
2021-01-22,Ostbelgien,55-64,F,A,9
2021-01-22,Ostbelgien,55-64,M,A,4
2021-01-22,Ostbelgien,65-74,F,A,5
2021-01-22,Ostbelgien,65-74,M,A,5
2021-01-22,Ostbelgien,75-84,F,A,9
2021-01-22,Ostbelgien,75-84,M,A,3
2021-01-22,Ostbelgien,85+,F,A,12
2021-01-22,Ostbelgien,85+,M,A,4
2021-01-22,Wallonia,0-17,F,A,6
2021-01-22,Wallonia,0-17,M,A,4
2021-01-22,Wallonia,18-34,F,A,697
2021-01-22,Wallonia,18-34,M,A,285
2021-01-22,Wallonia,35-44,F,A,665
2021-01-22,Wallonia,35-44,F,B,1
2021-01-22,Wallonia,35-44,M,A,218
2021-01-22,Wallonia,45-54,F,A,709
2021-01-22,Wallonia,45-54,M,A,246
2021-01-22,Wallonia,55-64,F,A,588
2021-01-22,Wallonia,55-64,M,A,292
2021-01-22,Wallonia,65-74,F,A,219
2021-01-22,Wallonia,65-74,M,A,192
2021-01-22,Wallonia,75-84,F,A,389
2021-01-22,Wallonia,75-84,M,A,158
2021-01-22,Wallonia,85+,F,A,955
2021-01-22,Wallonia,85+,M,A,214
2021-01-23,Brussels,18-34,F,A,24
2021-01-23,Brussels,18-34,M,A,11
2021-01-23,Brussels,35-44,F,A,19
2021-01-23,Brussels,35-44,M,A,15
2021-01-23,Brussels,45-54,F,A,18
2021-01-23,Brussels,45-54,M,A,15
2021-01-23,Brussels,55-64,F,A,19
2021-01-23,Brussels,55-64,M,A,12
2021-01-23,Brussels,65-74,F,A,2
2021-01-23,Brussels,65-74,M,A,3
2021-01-23,Brussels,75-84,F,A,2
2021-01-23,Brussels,75-84,M,A,1
2021-01-23,Brussels,85+,F,A,8
2021-01-23,Brussels,85+,M,A,1
2021-01-23,Flanders,0-17,F,A,91
2021-01-23,Flanders,0-17,M,A,15
2021-01-23,Flanders,18-34,F,A,1488
2021-01-23,Flanders,18-34,M,A,369
2021-01-23,Flanders,35-44,F,A,862
2021-01-23,Flanders,35-44,M,A,220
2021-01-23,Flanders,45-54,F,A,1026
2021-01-23,Flanders,45-54,M,A,250
2021-01-23,Flanders,55-64,F,A,1012
2021-01-23,Flanders,55-64,M,A,350
2021-01-23,Flanders,65-74,F,A,357
2021-01-23,Flanders,65-74,F,B,1
2021-01-23,Flanders,65-74,M,A,279
2021-01-23,Flanders,75-84,F,A,311
2021-01-23,Flanders,75-84,F,B,2
2021-01-23,Flanders,75-84,M,A,196
2021-01-23,Flanders,85+,F,A,461
2021-01-23,Flanders,85+,F,B,4
2021-01-23,Flanders,85+,M,A,154
2021-01-23,,18-34,F,A,1
2021-01-23,,18-34,M,A,1
2021-01-23,,45-54,F,A,2
2021-01-23,,55-64,F,A,1
2021-01-23,,55-64,M,A,1
2021-01-23,,65-74,M,A,1
2021-01-23,Ostbelgien,45-54,M,A,1
2021-01-23,Ostbelgien,55-64,F,A,1
2021-01-23,Ostbelgien,55-64,M,A,1
2021-01-23,Ostbelgien,65-74,M,A,6
2021-01-23,Ostbelgien,75-84,M,A,1
2021-01-23,Wallonia,0-17,F,A,1
2021-01-23,Wallonia,18-34,F,A,31
2021-01-23,Wallonia,18-34,M,A,20
2021-01-23,Wallonia,35-44,F,A,28
2021-01-23,Wallonia,35-44,M,A,23
2021-01-23,Wallonia,45-54,F,A,39
2021-01-23,Wallonia,45-54,M,A,26
2021-01-23,Wallonia,55-64,F,A,44
2021-01-23,Wallonia,55-64,M,A,22
2021-01-23,Wallonia,65-74,F,A,24
2021-01-23,Wallonia,65-74,M,A,23
2021-01-23,Wallonia,75-84,F,A,41
2021-01-23,Wallonia,75-84,M,A,16
2021-01-23,Wallonia,85+,F,A,101
2021-01-23,Wallonia,85+,M,A,16
2021-01-24,Brussels,35-44,F,A,1
