DATE,REGION,AGEGROUP,SEX,DOSE,COUNT
2021-01-14,Ostbelgien,65-74,F,A,2
2021-01-14,Ostbelgien,75-84,M,A,1
2021-01-14,Ostbelgien,85+,F,A,1
2021-01-14,Wallonia,0-17,F,A,3
2021-01-14,Wallonia,0-17,M,A,5
2021-01-14,Wallonia,18-34,F,A,460
2021-01-14,Wallonia,18-34,M,A,181
2021-01-14,Wallonia,35-44,F,A,439
2021-01-14,Wallonia,35-44,M,A,143
2021-01-14,Wallonia,45-54,F,A,537
2021-01-14,Wallonia,45-54,M,A,197
2021-01-14,Wallonia,55-64,F,A,473
2021-01-14,Wallonia,55-64,M,A,299
2021-01-14,Wallonia,65-74,F,A,412
2021-01-14,Wallonia,65-74,M,A,386
2021-01-14,Wallonia,75-84,F,A,808
2021-01-14,Wallonia,75-84,M,A,351
2021-01-14,Wallonia,85+,F,A,1727
2021-01-14,Wallonia,85+,M,A,377
2021-01-15,Brussels,18-34,F,A,40
2021-01-15,Brussels,18-34,M,A,17
2021-01-15,Brussels,35-44,F,A,28
2021-01-15,Brussels,35-44,M,A,14
2021-01-15,Brussels,45-54,F,A,30
2021-01-15,Brussels,45-54,M,A,25
2021-01-15,Brussels,55-64,F,A,40
2021-01-15,Brussels,55-64,M,A,41
2021-01-15,Brussels,65-74,F,A,47
2021-01-15,Brussels,65-74,M,A,39
2021-01-15,Brussels,75-84,F,A,108
2021-01-15,Brussels,75-84,M,A,48
2021-01-15,Brussels,85+,F,A,273
2021-01-15,Brussels,85+,M,A,62
2021-01-15,Flanders,0-17,F,A,4
2021-01-15,Flanders,0-17,M,A,3
2021-01-15,Flanders,18-34,F,A,757
2021-01-15,Flanders,18-34,M,A,190
2021-01-15,Flanders,35-44,F,A,672
2021-01-15,Flanders,35-44,M,A,157
2021-01-15,Flanders,45-54,F,A,848
2021-01-15,Flanders,45-54,M,A,207
2021-01-15,Flanders,55-64,F,A,901
2021-01-15,Flanders,55-64,M,A,423
2021-01-15,Flanders,65-74,F,A,563
2021-01-15,Flanders,65-74,M,A,493
2021-01-15,Flanders,75-84,F,A,2263
2021-01-15,Flanders,75-84,M,A,1005
2021-01-15,Flanders,85+,F,A,5647
2021-01-15,Flanders,85+,M,A,1698
2021-01-15,,18-34,F,A,16
2021-01-15,,18-34,M,A,5
2021-01-15,,35-44,F,A,17
2021-01-15,,35-44,M,A,2
2021-01-15,,45-54,F,A,8
2021-01-15,,45-54,M,A,5
2021-01-15,,55-64,F,A,5
2021-01-15,,55-64,M,A,2
2021-01-15,,65-74,M,A,2
2021-01-15,,75-84,F,A,1
2021-01-15,,75-84,M,A,2
2021-01-15,,75-84,,A,1
2021-01-15,,85+,F,A,6
2021-01-15,,85+,,A,2
2021-01-15,Ostbelgien,18-34,F,A,1
2021-01-15,Ostbelgien,45-54,F,A,1
2021-01-15,Ostbelgien,55-64,M,A,1
2021-01-15,Wallonia,0-17,F,A,3
2021-01-15,Wallonia,0-17,M,A,2
2021-01-15,Wallonia,18-34,F,A,454
2021-01-15,Wallonia,18-34,M,A,174
2021-01-15,Wallonia,35-44,F,A,492
2021-01-15,Wallonia,35-44,M,A,131
2021-01-15,Wallonia,45-54,F,A,506
2021-01-15,Wallonia,45-54,M,A,169
2021-01-15,Wallonia,55-64,F,A,460
2021-01-15,Wallonia,55-64,M,A,254
2021-01-15,Wallonia,65-74,F,A,292
2021-01-15,Wallonia,65-74,M,A,279
2021-01-15,Wallonia,75-84,F,A,691
2021-01-15,Wallonia,75-84,M,A,302
2021-01-15,Wallonia,85+,F,A,1759
2021-01-15,Wallonia,85+,M,A,410
2021-01-16,Brussels,18-34,F,A,1
2021-01-16,Brussels,35-44,M,A,2
2021-01-16,Brussels,45-54,F,A,1
2021-01-16,Brussels,45-54,M,A,3
2021-01-16,Brussels,55-64,F,A,1
2021-01-16,Brussels,55-64,M,A,2
2021-01-16,Brussels,65-74,M,A,1
2021-01-16,Brussels,75-84,F,A,1
2021-01-16,Brussels,85+,F,A,5
2021-01-16,Flanders,0-17,F,A,6
2021-01-16,Flanders,0-17,M,A,2
2021-01-16,Flanders,18-34,F,A,215
2021-01-16,Flanders,18-34,M,A,49
2021-01-16,Flanders,35-44,F,A,168
2021-01-16,Flanders,35-44,M,A,31
2021-01-16,Flanders,45-54,F,A,243
2021-01-16,Flanders,45-54,M,A,59
2021-01-16,Flanders,55-64,F,A,230
2021-01-16,Flanders,55-64,M,A,99
2021-01-16,Flanders,65-74,F,A,181
2021-01-16,Flanders,65-74,M,A,181
2021-01-16,Flanders,75-84,F,A,713
2021-01-16,Flanders,75-84,M,A,371
2021-01-16,Flanders,85+,F,A,1738
2021-01-16,Flanders,85+,M,A,497
2021-01-16,Wallonia,18-34,F,A,12
2021-01-16,Wallonia,18-34,M,A,7
2021-01-16,Wallonia,35-44,F,A,15
2021-01-16,Wallonia,35-44,M,A,7
2021-01-16,Wallonia,45-54,F,A,15
2021-01-16,Wallonia,45-54,M,A,18
2021-01-16,Wallonia,55-64,F,A,18
2021-01-16,Wallonia,55-64,M,A,20
2021-01-16,Wallonia,65-74,F,A,32
2021-01-16,Wallonia,65-74,M,A,22
2021-01-16,Wallonia,75-84,F,A,53
2021-01-16,Wallonia,75-84,M,A,17
2021-01-16,Wallonia,85+,F,A,78
2021-01-16,Wallonia,85+,M,A,18
2021-01-17,Brussels,35-44,M,A,1
2021-01-17,Brussels,45-54,M,A,1
2021-01-17,Brussels,55-64,M,A,1
2021-01-17,Brussels,85+,F,A,1
2021-01-17,Flanders,0-17,F,A,9
2021-01-17,Flanders,18-34,F,A,204
2021-01-17,Flanders,18-34,M,A,40
2021-01-17,Flanders,35-44,F,A,137
2021-01-17,Flanders,35-44,M,A,32
2021-01-17,Flanders,45-54,F,A,190
2021-01-17,Flanders,45-54,M,A,51
2021-01-17,Flanders,55-64,F,A,163
2021-01-17,Flanders,55-64,M,A,88
2021-01-17,Flanders,65-74,F,A,150
2021-01-17,Flanders,65-74,M,A,150
2021-01-17,Flanders,75-84,F,A,449
2021-01-17,Flanders,75-84,M,A,204
2021-01-17,Flanders,85+,F,A,1123
2021-01-17,Flanders,85+,M,A,282
2021-01-17,,18-34,F,A,3
2021-01-17,,35-44,M,A,1
2021-01-17,Wallonia,18-34,M,A,2
2021-01-17,Wallonia,45-54,F,A,1
2021-01-17,Wallonia,45-54,M,A,1
2021-01-17,Wallonia,55-64,F,A,1
2021-01-17,Wallonia,85+,F,A,2
2021-01-18,Brussels,18-34,F,A,19
2021-01-18,Brussels,18-34,M,A,13
2021-01-18,Brussels,35-44,F,A,12
2021-01-18,Brussels,35-44,M,A,11
2021-01-18,Brussels,45-54,F,A,12
2021-01-18,Brussels,45-54,M,A,10
2021-01-18,Brussels,55-64,F,A,14
2021-01-18,Brussels,55-64,M,A,10
2021-01-18,Brussels,65-74,F,A,4
2021-01-18,Brussels,65-74,M,A,5
2021-01-18,Brussels,75-84,F,A,5
2021-01-18,Brussels,75-84,M,A,4
2021-01-18,Brussels,85+,F,A,7
2021-01-18,Brussels,85+,M,A,2
2021-01-18,Flanders,0-17,F,A,16
2021-01-18,Flanders,0-17,M,A,7
2021-01-18,Flanders,18-34,F,A,670
2021-01-18,Flanders,18-34,F,B,3
2021-01-18,Flanders,18-34,M,A,223
2021-01-18,Flanders,18-34,M,B,2
2021-01-18,Flanders,35-44,F,A,502
2021-01-18,Flanders,35-44,M,A,133
2021-01-18,Flanders,45-54,F,A,600
2021-01-18,Flanders,45-54,F,B,4
2021-01-18,Flanders,45-54,M,A,180
2021-01-18,Flanders,55-64,F,A,613
2021-01-18,Flanders,55-64,F,B,5
2021-01-18,Flanders,55-64,M,A,218
2021-01-18,Flanders,55-64,M,B,2
2021-01-18,Flanders,65-74,F,A,248
2021-01-18,Flanders,65-74,F,B,5
2021-01-18,Flanders,65-74,M,A,231
2021-01-18,Flanders,65-74,M,B,3
2021-01-18,Flanders,75-84,F,A,615
2021-01-18,Flanders,75-84,F,B,15
2021-01-18,Flanders,75-84,M,A,293
2021-01-18,Flanders,75-84,M,B,7
2021-01-18,Flanders,85+,F,A,1468
2021-01-18,Flanders,85+,F,B,46
2021-01-18,Flanders,85+,M,A,430
2021-01-18,Flanders,85+,M,B,17
2021-01-18,,18-34,F,A,12
2021-01-18,,18-34,M,A,4
2021-01-18,,35-44,F,A,13
2021-01-18,,35-44,M,A,5
2021-01-18,,45-54,F,A,12
2021-01-18,,45-54,M,A,3
2021-01-18,,55-64,F,A,6
2021-01-18,,55-64,M,A,1
2021-01-18,,65-74,F,A,3
2021-01-18,,65-74,M,A,2
2021-01-18,,75-84,F,A,4
2021-01-18,,75-84,M,A,2
2021-01-18,,85+,F,A,10
2021-01-18,,85+,M,A,2
2021-01-18,Ostbelgien,18-34,F,A,23
2021-01-18,Ostbelgien,18-34,M,A,7
2021-01-18,Ostbelgien,35-44,F,A,16
2021-01-18,Ostbelgien,35-44,M,A,6
2021-01-18,Ostbelgien,45-54,F,A,23
2021-01-18,Ostbelgien,45-54,M,A,7
2021-01-18,Ostbelgien,55-64,F,A,9
2021-01-18,Ostbelgien,55-64,M,A,4
2021-01-18,Ostbelgien,65-74,F,A,4
2021-01-18,Ostbelgien,65-74,M,A,4
2021-01-18,Ostbelgien,75-84,F,A,10
2021-01-18,Ostbelgien,75-84,M,A,5
2021-01-18,Ostbelgien,85+,F,A,13
2021-01-18,Ostbelgien,85+,M,A,4
2021-01-18,Wallonia,0-17,F,A,4
2021-01-18,Wallonia,0-17,M,A,3
2021-01-18,Wallonia,18-34,F,A,424
2021-01-18,Wallonia,18-34,M,A,170
2021-01-18,Wallonia,35-44,F,A,371
2021-01-18,Wallonia,35-44,M,A,112
2021-01-18,Wallonia,45-54,F,A,361
2021-01-18,Wallonia,45-54,M,A,170
2021-01-18,Wallonia,55-64,F,A,290
2021-01-18,Wallonia,55-64,M,A,224
2021-01-18,Wallonia,65-74,F,A,209
2021-01-18,Wallonia,65-74,M,A,211
2021-01-18,Wallonia,75-84,F,A,395
2021-01-18,Wallonia,75-84,M,A,161
2021-01-18,Wallonia,85+,F,A,786
2021-01-18,Wallonia,85+,M,A,188
2021-01-19,Brussels,0-17,M,A,1
2021-01-19,Brussels,18-34,F,A,67
2021-01-19,Brussels,18-34,F,B,1
2021-01-19,Brussels,18-34,M,A,51
2021-01-19,Brussels,35-44,F,A,63
2021-01-19,Brussels,35-44,M,A,42
2021-01-19,Brussels,45-54,F,A,70
2021-01-19,Brussels,45-54,F,B,2
2021-01-19,Brussels,45-54,M,A,47
2021-01-19,Brussels,55-64,F,A,81
2021-01-19,Brussels,55-64,F,B,3
2021-01-19,Brussels,55-64,M,A,70
2021-01-19,Brussels,55-64,M,B,1
2021-01-19,Brussels,65-74,F,A,75
2021-01-19,Brussels,65-74,F,B,2
2021-01-19,Brussels,65-74,M,A,105
2021-01-19,Brussels,65-74,M,B,2
2021-01-19,Brussels,75-84,F,A,143
2021-01-19,Brussels,75-84,F,B,2
2021-01-19,Brussels,75-84,M,A,103
2021-01-19,Brussels,75-84,M,B,1
2021-01-19,Brussels,85+,F,A,295
2021-01-19,Brussels,85+,F,B,37
2021-01-19,Brussels,85+,M,A,64
2021-01-19,Brussels,85+,M,B,4
2021-01-19,Flanders,0-17,F,A,66
2021-01-19,Flanders,0-17,M,A,16
2021-01-19,Flanders,18-34,F,A,1356
2021-01-19,Flanders,18-34,F,B,1
2021-01-19,Flanders,18-34,M,A,447
2021-01-19,Flanders,35-44,F,A,970
2021-01-19,Flanders,35-44,M,A,290
2021-01-19,Flanders,45-54,F,A,1123
2021-01-19,Flanders,45-54,M,A,296
2021-01-19,Flanders,45-54,M,B,1
2021-01-19,Flanders,55-64,F,A,1124
2021-01-19,Flanders,55-64,M,A,468
2021-01-19,Flanders,55-64,M,B,1
2021-01-19,Flanders,65-74,F,A,414
2021-01-19,Flanders,65-74,F,B,2
2021-01-19,Flanders,65-74,M,A,369
2021-01-19,Flanders,75-84,F,A,1001
2021-01-19,Flanders,75-84,M,A,456
2021-01-19,Flanders,75-84,M,B,2
2021-01-19,Flanders,85+,F,A,2342
2021-01-19,Flanders,85+,F,B,3
2021-01-19,Flanders,85+,M,A,677
2021-01-19,,18-34,F,A,20
2021-01-19,,18-34,M,A,1
2021-01-19,,35-44,F,A,28
2021-01-19,,35-44,M,A,8
2021-01-19,,45-54,F,A,16
2021-01-19,,45-54,M,A,4
2021-01-19,,55-64,F,A,3
2021-01-19,,55-64,M,A,1
2021-01-19,,65-74,F,A,1
2021-01-19,,65-74,M,A,2
2021-01-19,,75-84,M,A,1
2021-01-19,,85+,F,A,2
2021-01-19,Ostbelgien,18-34,F,A,4
2021-01-19,Ostbelgien,18-34,M,A,2
2021-01-19,Ostbelgien,35-44,F,A,4
2021-01-19,Ostbelgien,35-44,M,A,1
2021-01-19,Ostbelgien,45-54,F,A,6
2021-01-19,Ostbelgien,45-54,M,A,3
2021-01-19,Ostbelgien,55-64,F,A,6
2021-01-19,Ostbelgien,55-64,M,A,2
2021-01-19,Ostbelgien,65-74,F,A,1
2021-01-19,Ostbelgien,65-74,M,A,1
2021-01-19,Ostbelgien,75-84,F,A,10
2021-01-19,Ostbelgien,75-84,M,A,3
2021-01-19,Ostbelgien,85+,F,A,32
2021-01-19,Ostbelgien,85+,M,A,5
2021-01-19,Wallonia,0-17,F,A,4
2021-01-19,Wallonia,0-17,M,A,2
2021-01-19,Wallonia,18-34,F,A,671
2021-01-19,Wallonia,18-34,F,B,9
2021-01-19,Wallonia,18-34,M,A,246
2021-01-19,Wallonia,18-34,M,B,3
2021-01-19,Wallonia,35-44,F,A,624
2021-01-19,Wallonia,35-44,F,B,15
2021-01-19,Wallonia,35-44,M,A,177
2021-01-19,Wallonia,35-44,M,B,5
2021-01-19,Wallonia,45-54,F,A,658
2021-01-19,Wallonia,45-54,F,B,12
2021-01-19,Wallonia,45-54,M,A,234
2021-01-19,Wallonia,45-54,M,B,2
2021-01-19,Wallonia,55-64,F,A,532
2021-01-19,Wallonia,55-64,F,B,15
2021-01-19,Wallonia,55-64,M,A,283
2021-01-19,Wallonia,55-64,M,B,14
2021-01-19,Wallonia,65-74,F,A,290
2021-01-19,Wallonia,65-74,F,B,3
2021-01-19,Wallonia,65-74,M,A,266
2021-01-19,Wallonia,65-74,M,B,8
2021-01-19,Wallonia,75-84,F,A,547
2021-01-19,Wallonia,75-84,F,B,10
2021-01-19,Wallonia,75-84,M,A,248
2021-01-19,Wallonia,75-84,M,B,1
2021-01-19,Wallonia,85+,F,A,1155
2021-01-19,Wallonia,85+,F,B,15
2021-01-19,Wallonia,85+,M,A,245
2021-01-19,Wallonia,85+,M,B,4
2021-01-20,Brussels,18-34,F,A,44
2021-01-20,Brussels,18-34,M,A,44
2021-01-20,Brussels,35-44,F,A,51
2021-01-20,Brussels,35-44,M,A,24
2021-01-20,Brussels,45-54,F,A,37
2021-01-20,Brussels,45-54,M,A,40
2021-01-20,Brussels,55-64,F,A,50
2021-01-20,Brussels,55-64,M,A,36
2021-01-20,Brussels,65-74,F,A,55
2021-01-20,Brussels,65-74,M,A,34
2021-01-20,Brussels,75-84,F,A,99
2021-01-20,Brussels,75-84,F,B,1
2021-01-20,Brussels,75-84,M,A,47
2021-01-20,Brussels,85+,F,A,288
2021-01-20,Brussels,85+,F,B,3
2021-01-20,Brussels,85+,M,A,54
2021-01-20,Flanders,0-17,F,A,71
2021-01-20,Flanders,0-17,M,A,11
2021-01-20,Flanders,18-34,F,A,1996
2021-01-20,Flanders,18-34,F,B,18
2021-01-20,Flanders,18-34,M,A,616
2021-01-20,Flanders,18-34,M,B,4
2021-01-20,Flanders,35-44,F,A,1351
2021-01-20,Flanders,35-44,F,B,9
2021-01-20,Flanders,35-44,M,A,337
2021-01-20,Flanders,35-44,M,B,3
2021-01-20,Flanders,45-54,F,A,1595
2021-01-20,Flanders,45-54,F,B,11
2021-01-20,Flanders,45-54,M,A,446
2021-01-20,Flanders,45-54,M,B,5
2021-01-20,Flanders,55-64,F,A,1589
2021-01-20,Flanders,55-64,F,B,10
2021-01-20,Flanders,55-64,M,A,534
2021-01-20,Flanders,55-64,M,B,6
2021-01-20,Flanders,65-74,F,A,528
2021-01-20,Flanders,65-74,F,B,19
2021-01-20,Flanders,65-74,M,A,449
2021-01-20,Flanders,65-74,M,B,23
2021-01-20,Flanders,75-84,F,A,1137
2021-01-20,Flanders,75-84,F,B,46
2021-01-20,Flanders,75-84,M,A,511
2021-01-20,Flanders,75-84,M,B,26
2021-01-20,Flanders,85+,F,A,2410
2021-01-20,Flanders,85+,F,B,179
2021-01-20,Flanders,85+,M,A,670
2021-01-20,Flanders,85+,M,B,60
2021-01-20,,18-34,F,A,37
2021-01-20,,18-34,M,A,8
2021-01-20,,35-44,F,A,24
2021-01-20,,35-44,M,A,4
2021-01-20,,45-54,F,A,14
2021-01-20,,45-54,M,A,2
2021-01-20,,55-64,F,A,6
2021-01-20,,55-64,M,A,3
2021-01-20,,65-74,F,A,4
2021-01-20,,65-74,M,A,2
2021-01-20,,75-84,F,A,1
2021-01-20,,75-84,M,A,3
2021-01-20,,85+,F,A,5
2021-01-20,Ostbelgien,18-34,F,A,3
2021-01-20,Ostbelgien,18-34,M,A,2
2021-01-20,Ostbelgien,35-44,F,A,1
2021-01-20,Ostbelgien,45-54,F,A,3
2021-01-20,Ostbelgien,45-54,M,A,1
2021-01-20,Ostbelgien,55-64,F,A,3
2021-01-20,Ostbelgien,65-74,F,A,1
2021-01-20,Ostbelgien,65-74,M,A,4
2021-01-20,Ostbelgien,75-84,F,A,8
2021-01-20,Ostbelgien,75-84,M,A,1
2021-01-20,Ostbelgien,85+,F,A,12
2021-01-20,Ostbelgien,85+,M,A,4
2021-01-20,Wallonia,0-17,F,A,1
2021-01-20,Wallonia,0-17,M,A,2
2021-01-20,Wallonia,18-34,F,A,604
2021-01-20,Wallonia,18-34,M,A,230
2021-01-20,Wallonia,35-44,F,A,522
2021-01-20,Wallonia,35-44,M,A,189
2021-01-20,Wallonia,45-54,F,A,598
2021-01-20,Wallonia,45-54,M,A,212
2021-01-20,Wallonia,55-64,F,A,502
2021-01-20,Wallonia,55-64,M,A,242
2021-01-20,Wallonia,65-74,F,A,243
2021-01-20,Wallonia,65-74,M,A,213
2021-01-20,Wallonia,75-84,F,A,411
2021-01-20,Wallonia,75-84,M,A,207
2021-01-20,Wallonia,85+,F,A,922
2021-01-20,Wallonia,85+,M,A,196
2021-01-21,Brussels,0-17,M,A,2
2021-01-21,Brussels,18-34,F,A,190
2021-01-21,Brussels,18-34,M,A,135
2021-01-21,Brussels,35-44,F,A,101
2021-01-21,Brussels,35-44,M,A,71
2021-01-21,Brussels,45-54,F,A,96
2021-01-21,Brussels,45-54,M,A,60
2021-01-21,Brussels,55-64,F,A,89
2021-01-21,Brussels,55-64,M,A,59
2021-01-21,Brussels,65-74,F,A,33
2021-01-21,Brussels,65-74,M,A,41
2021-01-21,Brussels,75-84,F,A,40
2021-01-21,Brussels,75-84,M,A,21
2021-01-21,Brussels,85+,F,A,71
2021-01-21,Brussels,85+,M,A,23
2021-01-21,Flanders,0-17,F,A,138
2021-01-21,Flanders,0-17,M,A,37
2021-01-21,Flanders,18-34,F,A,3171
2021-01-21,Flanders,18-34,M,A,872
2021-01-21,Flanders,35-44,F,A,2046
2021-01-21,Flanders,35-44,M,A,500
2021-01-21,Flanders,45-54,F,A,2364
2021-01-21,Flanders,45-54,M,A,601
2021-01-21,Flanders,55-64,F,A,2243
2021-01-21,Flanders,55-64,M,A,843
2021-01-21,Flanders,65-74,F,A,757
2021-01-21,Flanders,65-74,M,A,671
2021-01-21,Flanders,75-84,F,A,1371
2021-01-21,Flanders,75-84,M,A,735
2021-01-21,Flanders,85+,F,A,2677
2021-01-21,Flanders,85+,M,A,790
2021-01-21,,0-17,M,A,2
2021-01-21,,18-34,F,A,22
2021-01-21,,18-34,M,A,11
2021-01-21,,35-44,F,A,26
2021-01-21,,35-44,M,A,10
2021-01-21,,45-54,F,A,21
2021-01-21,,45-54,M,A,1
2021-01-21,,55-64,F,A,9
2021-01-21,,55-64,M,A,7
2021-01-21,,65-74,F,A,7
2021-01-21,,65-74,M,A,3
2021-01-21,,75-84,F,A,4
2021-01-21,,75-84,M,A,3
2021-01-21,,85+,F,A,17
2021-01-21,,85+,M,A,3
2021-01-21,Ostbelgien,18-34,F,A,67
2021-01-21,Ostbelgien,18-34,M,A,15
2021-01-21,Ostbelgien,35-44,F,A,42
2021-01-21,Ostbelgien,35-44,M,A,9
2021-01-21,Ostbelgien,45-54,F,A,52
2021-01-21,Ostbelgien,45-54,M,A,8
2021-01-21,Ostbelgien,55-64,F,A,34
2021-01-21,Ostbelgien,55-64,M,A,12
2021-01-21,Ostbelgien,65-74,F,A,5
2021-01-21,Ostbelgien,65-74,M,A,10
2021-01-21,Ostbelgien,75-84,F,A,5
2021-01-21,Ostbelgien,75-84,M,A,1
2021-01-21,Ostbelgien,85+,F,A,5
2021-01-21,Ostbelgien,85+,M,A,2
2021-01-21,Wallonia,0-17,F,A,2
2021-01-21,Wallonia,0-17,M,A,4
2021-01-21,Wallonia,18-34,F,A,1006
2021-01-21,Wallonia,18-34,M,A,408
2021-01-21,Wallonia,35-44,F,A,1041
2021-01-21,Wallonia,35-44,M,A,308
2021-01-21,Wallonia,45-54,F,A,1117
2021-01-21,Wallonia,45-54,M,A,357
2021-01-21,Wallonia,55-64,F,A,811
2021-01-21,Wallonia,55-64,M,A,360
2021-01-21,Wallonia,65-74,F,A,366
2021-01-21,Wallonia,65-74,M,A,324
2021-01-21,Wallonia,75-84,F,A,616
2021-01-21,Wallonia,75-84,M,A,225
2021-01-21,Wallonia,85+,F,A,1348
2021-01-21,Wallonia,85+,M,A,279
2021-01-22,Brussels,0-17,F,A,2
2021-01-22,Brussels,0-17,M,A,1
2021-01-22,Brussels,18-34,F,A,161
2021-01-22,Brussels,18-34,F,B,1
2021-01-22,Brussels,18-34,M,A,101
2021-01-22,Brussels,35-44,F,A,99
2021-01-22,Brussels,35-44,M,A,60
2021-01-22,Brussels,45-54,F,A,94
2021-01-22,Brussels,45-54,M,A,50
2021-01-22,Brussels,55-64,F,A,95
2021-01-22,Brussels,55-64,M,A,48
2021-01-22,Brussels,65-74,F,A,28
2021-01-22,Brussels,65-74,M,A,30
2021-01-22,Brussels,75-84,F,A,35
2021-01-22,Brussels,75-84,M,A,8
2021-01-22,Brussels,85+,F,A,85
2021-01-22,Brussels,85+,M,A,15
2021-01-22,Flanders,0-17,F,A,178
2021-01-22,Flanders,0-17,M,A,53
2021-01-22,Flanders,18-34,F,A,3935
2021-01-22,Flanders,18-34,F,B,3
2021-01-22,Flanders,18-34,M,A,1046
2021-01-22,Flanders,18-34,M,B,2
2021-01-22,Flanders,35-44,F,A,2702
2021-01-22,Flanders,35-44,F,B,4
2021-01-22,Flanders,35-44,M,A,637
2021-01-22,Flanders,35-44,M,B,3
2021-01-22,Flanders,45-54,F,A,3009
2021-01-22,Flanders,45-54,F,B,6
2021-01-22,Flanders,45-54,M,A,773
2021-01-22,Flanders,45-54,M,B,1
2021-01-22,Flanders,55-64,F,A,2903
2021-01-22,Flanders,55-64,F,B,9
2021-01-22,Flanders,55-64,M,A,1047
2021-01-22,Flanders,55-64,M,B,1
2021-01-22,Flanders,65-74,F,A,982
2021-01-22,Flanders,65-74,M,A,754
2021-01-22,Flanders,75-84,F,A,1072
2021-01-22,Flanders,75-84,M,A,538
2021-01-22,Flanders,85+,F,A,1968
2021-01-22,Flanders,85+,M,A,627
2021-01-22,,18-34,F,A,48
2021-01-22,,18-34,M,A,15
2021-01-22,,35-44,F,A,25
2021-01-22,,35-44,M,A,6
2021-01-22,,45-54,F,A,23
2021-01-22,,45-54,M,A,7
2021-01-22,,55-64,F,A,9
2021-01-22,,55-64,M,A,4
2021-01-22,,65-74,F,A,1
2021-01-22,,65-74,M,A,2
2021-01-22,,75-84,F,A,3
2021-01-22,,75-84,M,A,1
2021-01-22,,85+,F,A,12
2021-01-22,,85+,M,A,1
2021-01-22,Ostbelgien,18-34,F,A,13
2021-01-22,Ostbelgien,18-34,M,A,1
2021-01-22,Ostbelgien,35-44,F,A,6
2021-01-22,Ostbelgien,35-44,M,A,1
2021-01-22,Ostbelgien,45-54,F,A,12
2021-01-22,Ostbelgien,45-54,M,A,1
2021-01-22,Ostbelgien,55-64,F,A,9
2021-01-22,Ostbelgien,55-64,M,A,4
2021-01-22,Ostbelgien,65-74,F,A,5
2021-01-22,Ostbelgien,65-74,M,A,5
2021-01-22,Ostbelgien,75-84,F,A,9
2021-01-22,Ostbelgien,75-84,M,A,3
2021-01-22,Ostbelgien,85+,F,A,12
2021-01-22,Ostbelgien,85+,M,A,4
2021-01-22,Wallonia,0-17,F,A,6
2021-01-22,Wallonia,0-17,M,A,4
2021-01-22,Wallonia,18-34,F,A,697
2021-01-22,Wallonia,18-34,M,A,285
2021-01-22,Wallonia,35-44,F,A,666
2021-01-22,Wallonia,35-44,F,B,1
2021-01-22,Wallonia,35-44,M,A,218
2021-01-22,Wallonia,45-54,F,A,711
2021-01-22,Wallonia,45-54,M,A,246
2021-01-22,Wallonia,55-64,F,A,589
2021-01-22,Wallonia,55-64,M,A,292
2021-01-22,Wallonia,65-74,F,A,220
2021-01-22,Wallonia,65-74,M,A,192
2021-01-22,Wallonia,75-84,F,A,389
2021-01-22,Wallonia,75-84,M,A,158
2021-01-22,Wallonia,85+,F,A,955
2021-01-22,Wallonia,85+,M,A,216
2021-01-23,Brussels,18-34,F,A,24
2021-01-23,Brussels,18-34,M,A,11
2021-01-23,Brussels,35-44,F,A,19
2021-01-23,Brussels,35-44,M,A,15
2021-01-23,Brussels,45-54,F,A,18
2021-01-23,Brussels,45-54,M,A,15
2021-01-23,Brussels,55-64,F,A,19
2021-01-23,Brussels,55-64,M,A,12
2021-01-23,Brussels,65-74,F,A,2
2021-01-23,Brussels,65-74,M,A,3
2021-01-23,Brussels,75-84,F,A,2
2021-01-23,Brussels,75-84,M,A,1
2021-01-23,Brussels,85+,F,A,8
2021-01-23,Brussels,85+,M,A,1
2021-01-23,Flanders,0-17,F,A,97
2021-01-23,Flanders,0-17,M,A,16
2021-01-23,Flanders,18-34,F,A,1517
2021-01-23,Flanders,18-34,M,A,377
2021-01-23,Flanders,35-44,F,A,882
2021-01-23,Flanders,35-44,M,A,221
2021-01-23,Flanders,45-54,F,A,1042
2021-01-23,Flanders,45-54,M,A,252
2021-01-23,Flanders,55-64,F,A,1023
2021-01-23,Flanders,55-64,M,A,356
2021-01-23,Flanders,65-74,F,A,362
2021-01-23,Flanders,65-74,F,B,1
2021-01-23,Flanders,65-74,M,A,283
2021-01-23,Flanders,75-84,F,A,316
2021-01-23,Flanders,75-84,F,B,2
2021-01-23,Flanders,75-84,M,A,198
2021-01-23,Flanders,85+,F,A,466
2021-01-23,Flanders,85+,F,B,4
2021-01-23,Flanders,85+,M,A,157
2021-01-23,,18-34,F,A,1
2021-01-23,,18-34,M,A,1
2021-01-23,,45-54,F,A,2
2021-01-23,,55-64,F,A,1
2021-01-23,,55-64,M,A,1
2021-01-23,,65-74,M,A,1
2021-01-23,Ostbelgien,45-54,M,A,1
2021-01-23,Ostbelgien,55-64,F,A,1
2021-01-23,Ostbelgien,55-64,M,A,1
2021-01-23,Ostbelgien,65-74,M,A,6
2021-01-23,Ostbelgien,75-84,M,A,1
2021-01-23,Wallonia,0-17,F,A,1
2021-01-23,Wallonia,18-34,F,A,31
2021-01-23,Wallonia,18-34,M,A,20
2021-01-23,Wallonia,35-44,F,A,28
2021-01-23,Wallonia,35-44,M,A,23
2021-01-23,Wallonia,45-54,F,A,39
2021-01-23,Wallonia,45-54,M,A,26
